,path,feat_path,name,emotion,strength,session
397,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/11-T-1-4.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/11-T-1-4.pt,11-T-1-4.aiff,sad,Faible,3
398,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/04-S-2-1.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/04-S-2-1.pt,04-S-2-1.aiff,surprise,Fort,3
399,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/05-S-1-3.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/05-S-1-3.pt,05-S-1-3.aiff,surprise,Faible,3
400,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/02-C-1-2.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/02-C-1-2.pt,02-C-1-2.aiff,angry,Faible,3
401,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/07-D-1-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/07-D-1-2.pt,07-D-1-2.aiff,disgust,Faible,3
402,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/10-T-1-6.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/10-T-1-6.pt,10-T-1-6.aiff,sad,Faible,3
403,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/04-C-2-6.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/04-C-2-6.pt,04-C-2-6.aiff,angry,Fort,3
404,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/01-J-2-4.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/01-J-2-4.pt,01-J-2-4.aiff,happy,Fort,3
405,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/04-D-2-5.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/04-D-2-5.pt,04-D-2-5.aiff,disgust,Fort,3
406,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/02-P-2-3.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/02-P-2-3.pt,02-P-2-3.aiff,fear,Fort,3
407,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/02-S-2-1.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/02-S-2-1.pt,02-S-2-1.aiff,surprise,Fort,3
408,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/01-T-1-3.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/01-T-1-3.pt,01-T-1-3.aiff,sad,Faible,3
409,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/05-T-1-4.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/05-T-1-4.pt,05-T-1-4.aiff,sad,Faible,3
410,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/12-J-2-4.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/12-J-2-4.pt,12-J-2-4.aiff,happy,Fort,3
411,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/04-D-1-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/04-D-1-2.pt,04-D-1-2.aiff,disgust,Faible,3
412,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/01-D-2-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/01-D-2-2.pt,01-D-2-2.aiff,disgust,Fort,3
413,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/10-J-1-3.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/10-J-1-3.pt,10-J-1-3.aiff,happy,Faible,3
414,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/01-N-2.aiff,/home/wawa_/data/wav2vecbase/Neutre/01-N-2.pt,01-N-2.aiff,neutral,Fort,3
415,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/03-J-1-5.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/03-J-1-5.pt,03-J-1-5.aiff,happy,Faible,3
416,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/04-P-2-5.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/04-P-2-5.pt,04-P-2-5.aiff,fear,Fort,3
417,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/03-D-2-1.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/03-D-2-1.pt,03-D-2-1.aiff,disgust,Fort,3
418,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/11-D-1-6.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/11-D-1-6.pt,11-D-1-6.aiff,disgust,Faible,3
419,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/07-P-1-2.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/07-P-1-2.pt,07-P-1-2.aiff,fear,Faible,3
420,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/05-D-2-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/05-D-2-2.pt,05-D-2-2.aiff,disgust,Fort,3
421,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/06-T-1-4.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/06-T-1-4.pt,06-T-1-4.aiff,sad,Faible,3
422,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/04-D-1-4.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/04-D-1-4.pt,04-D-1-4.aiff,disgust,Faible,3
423,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/03-T-2-3.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/03-T-2-3.pt,03-T-2-3.aiff,sad,Fort,3
424,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/08-C-2-1.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/08-C-2-1.pt,08-C-2-1.aiff,angry,Fort,3
425,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/08-C-2-6.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/08-C-2-6.pt,08-C-2-6.aiff,angry,Fort,3
426,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/04-C-1-3.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/04-C-1-3.pt,04-C-1-3.aiff,angry,Faible,3
427,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/05-T-1-2.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/05-T-1-2.pt,05-T-1-2.aiff,sad,Faible,3
428,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/05-C-1-5.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/05-C-1-5.pt,05-C-1-5.aiff,angry,Faible,3
429,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/04-C-1-4.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/04-C-1-4.pt,04-C-1-4.aiff,angry,Faible,3
430,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/07-D-1-3.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/07-D-1-3.pt,07-D-1-3.aiff,disgust,Faible,3
431,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/03-P-2-1.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/03-P-2-1.pt,03-P-2-1.aiff,fear,Fort,3
432,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/05-P-2-1.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/05-P-2-1.pt,05-P-2-1.aiff,fear,Fort,3
433,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/04-P-2-3.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/04-P-2-3.pt,04-P-2-3.aiff,fear,Fort,3
434,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/07-P-1-5.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/07-P-1-5.pt,07-P-1-5.aiff,fear,Faible,3
435,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/10-N-2.aiff,/home/wawa_/data/wav2vecbase/Neutre/10-N-2.pt,10-N-2.aiff,neutral,Fort,3
436,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/10-C-1-6.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/10-C-1-6.pt,10-C-1-6.aiff,angry,Faible,3
437,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/07-J-2-6.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/07-J-2-6.pt,07-J-2-6.aiff,happy,Fort,3
438,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/05-D-1-3.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/05-D-1-3.pt,05-D-1-3.aiff,disgust,Faible,3
439,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/03-N-4.aiff,/home/wawa_/data/wav2vecbase/Neutre/03-N-4.pt,03-N-4.aiff,neutral,Fort,3
440,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/11-D-2-6.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/11-D-2-6.pt,11-D-2-6.aiff,disgust,Fort,3
441,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/04-D-1-1.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/04-D-1-1.pt,04-D-1-1.aiff,disgust,Faible,3
442,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/03-D-2-5.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/03-D-2-5.pt,03-D-2-5.aiff,disgust,Fort,3
443,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/12-S-2-1.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/12-S-2-1.pt,12-S-2-1.aiff,surprise,Fort,3
444,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/10-S-1-6.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/10-S-1-6.pt,10-S-1-6.aiff,surprise,Faible,3
445,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/04-T-2-2.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/04-T-2-2.pt,04-T-2-2.aiff,sad,Fort,3
446,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/08-J-2-4.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/08-J-2-4.pt,08-J-2-4.aiff,happy,Fort,3
447,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/08-P-2-6.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/08-P-2-6.pt,08-P-2-6.aiff,fear,Fort,3
448,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/11-C-1-4.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/11-C-1-4.pt,11-C-1-4.aiff,angry,Faible,3
449,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/10-D-2-3.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/10-D-2-3.pt,10-D-2-3.aiff,disgust,Fort,3
450,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/06-D-2-1.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/06-D-2-1.pt,06-D-2-1.aiff,disgust,Fort,3
451,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/09-P-2-6.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/09-P-2-6.pt,09-P-2-6.aiff,fear,Fort,3
452,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/08-D-1-6.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/08-D-1-6.pt,08-D-1-6.aiff,disgust,Faible,3
453,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/04-P-1-5.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/04-P-1-5.pt,04-P-1-5.aiff,fear,Faible,3
454,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/12-D-2-6.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/12-D-2-6.pt,12-D-2-6.aiff,disgust,Fort,3
455,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/05-D-1-5.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/05-D-1-5.pt,05-D-1-5.aiff,disgust,Faible,3
456,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/07-P-2-6.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/07-P-2-6.pt,07-P-2-6.aiff,fear,Fort,3
457,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/01-S-2-6.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/01-S-2-6.pt,01-S-2-6.aiff,surprise,Fort,3
458,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/02-J-2-3.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/02-J-2-3.pt,02-J-2-3.aiff,happy,Fort,3
459,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/11-P-2-4.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/11-P-2-4.pt,11-P-2-4.aiff,fear,Fort,3
460,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/01-C-1-3.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/01-C-1-3.pt,01-C-1-3.aiff,angry,Faible,3
461,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/01-D-1-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/01-D-1-2.pt,01-D-1-2.aiff,disgust,Faible,3
462,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/10-J-1-5.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/10-J-1-5.pt,10-J-1-5.aiff,happy,Faible,3
463,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/06-S-1-2.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/06-S-1-2.pt,06-S-1-2.aiff,surprise,Faible,3
464,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/05-N-4.aiff,/home/wawa_/data/wav2vecbase/Neutre/05-N-4.pt,05-N-4.aiff,neutral,Fort,3
465,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/03-J-2-5.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/03-J-2-5.pt,03-J-2-5.aiff,happy,Fort,3
466,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/06-P-1-5.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/06-P-1-5.pt,06-P-1-5.aiff,fear,Faible,3
467,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/12-C-2-6.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/12-C-2-6.pt,12-C-2-6.aiff,angry,Fort,3
468,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/02-D-2-5.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/02-D-2-5.pt,02-D-2-5.aiff,disgust,Fort,3
469,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/01-P-1-6.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/01-P-1-6.pt,01-P-1-6.aiff,fear,Faible,3
470,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/11-P-1-3.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/11-P-1-3.pt,11-P-1-3.aiff,fear,Faible,3
471,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/07-S-1-3.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/07-S-1-3.pt,07-S-1-3.aiff,surprise,Faible,3
472,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/03-T-1-4.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/03-T-1-4.pt,03-T-1-4.aiff,sad,Faible,3
473,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/02-S-1-2.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/02-S-1-2.pt,02-S-1-2.aiff,surprise,Faible,3
474,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/07-C-1-4.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/07-C-1-4.pt,07-C-1-4.aiff,angry,Faible,3
475,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/01-S-1-2.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/01-S-1-2.pt,01-S-1-2.aiff,surprise,Faible,3
476,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/11-C-1-6.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/11-C-1-6.pt,11-C-1-6.aiff,angry,Faible,3
477,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/05-P-1-4.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/05-P-1-4.pt,05-P-1-4.aiff,fear,Faible,3
478,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/01-T-1-6.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/01-T-1-6.pt,01-T-1-6.aiff,sad,Faible,3
479,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/11-J-2-1.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/11-J-2-1.pt,11-J-2-1.aiff,happy,Fort,3
480,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/11-D-1-5.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/11-D-1-5.pt,11-D-1-5.aiff,disgust,Faible,3
481,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/10-D-1-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/10-D-1-2.pt,10-D-1-2.aiff,disgust,Faible,3
482,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/09-S-1-2.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/09-S-1-2.pt,09-S-1-2.aiff,surprise,Faible,3
483,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/06-T-1-5.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/06-T-1-5.pt,06-T-1-5.aiff,sad,Faible,3
484,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/04-S-2-2.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/04-S-2-2.pt,04-S-2-2.aiff,surprise,Fort,3
485,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/02-N-4.aiff,/home/wawa_/data/wav2vecbase/Neutre/02-N-4.pt,02-N-4.aiff,neutral,Fort,3
486,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/05-S-1-4.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/05-S-1-4.pt,05-S-1-4.aiff,surprise,Faible,3
487,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/02-P-2-1.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/02-P-2-1.pt,02-P-2-1.aiff,fear,Fort,3
488,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/11-N-2.aiff,/home/wawa_/data/wav2vecbase/Neutre/11-N-2.pt,11-N-2.aiff,neutral,Fort,3
489,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/09-D-2-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/09-D-2-2.pt,09-D-2-2.aiff,disgust,Fort,3
490,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/12-T-2-3.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/12-T-2-3.pt,12-T-2-3.aiff,sad,Fort,3
491,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/03-C-2-6.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/03-C-2-6.pt,03-C-2-6.aiff,angry,Fort,3
492,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/06-P-1-2.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/06-P-1-2.pt,06-P-1-2.aiff,fear,Faible,3
493,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/02-P-2-4.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/02-P-2-4.pt,02-P-2-4.aiff,fear,Fort,3
494,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/07-T-2-1.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/07-T-2-1.pt,07-T-2-1.aiff,sad,Fort,3
495,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/08-J-2-5.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/08-J-2-5.pt,08-J-2-5.aiff,happy,Fort,3
496,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/07-C-1-3.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/07-C-1-3.pt,07-C-1-3.aiff,angry,Faible,3
497,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/11-S-2-2.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/11-S-2-2.pt,11-S-2-2.aiff,surprise,Fort,3
498,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/02-T-2-3.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/02-T-2-3.pt,02-T-2-3.aiff,sad,Fort,3
499,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/02-J-2-2.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/02-J-2-2.pt,02-J-2-2.aiff,happy,Fort,3
500,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/07-T-2-2.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/07-T-2-2.pt,07-T-2-2.aiff,sad,Fort,3
501,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/08-J-2-2.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/08-J-2-2.pt,08-J-2-2.aiff,happy,Fort,3
502,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/03-J-2-4.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/03-J-2-4.pt,03-J-2-4.aiff,happy,Fort,3
503,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/09-D-2-6.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/09-D-2-6.pt,09-D-2-6.aiff,disgust,Fort,3
504,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/01-C-2-5.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/01-C-2-5.pt,01-C-2-5.aiff,angry,Fort,3
505,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/02-S-2-6.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/02-S-2-6.pt,02-S-2-6.aiff,surprise,Fort,3
506,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/12-J-1-6.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/12-J-1-6.pt,12-J-1-6.aiff,happy,Faible,3
507,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/07-D-1-1.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/07-D-1-1.pt,07-D-1-1.aiff,disgust,Faible,3
508,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/03-J-1-2.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/03-J-1-2.pt,03-J-1-2.aiff,happy,Faible,3
509,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/02-T-1-1.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/02-T-1-1.pt,02-T-1-1.aiff,sad,Faible,3
510,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/09-S-1-4.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/09-S-1-4.pt,09-S-1-4.aiff,surprise,Faible,3
511,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/01-S-1-3.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/01-S-1-3.pt,01-S-1-3.aiff,surprise,Faible,3
512,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/02-N-6.aiff,/home/wawa_/data/wav2vecbase/Neutre/02-N-6.pt,02-N-6.aiff,neutral,Fort,3
513,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/07-N-2.aiff,/home/wawa_/data/wav2vecbase/Neutre/07-N-2.pt,07-N-2.aiff,neutral,Fort,3
514,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/09-N-5.aiff,/home/wawa_/data/wav2vecbase/Neutre/09-N-5.pt,09-N-5.aiff,neutral,Fort,3
515,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/08-C-1-1.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/08-C-1-1.pt,08-C-1-1.aiff,angry,Faible,3
516,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/11-D-1-4.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/11-D-1-4.pt,11-D-1-4.aiff,disgust,Faible,3
517,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/06-J-2-1.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/06-J-2-1.pt,06-J-2-1.aiff,happy,Fort,3
518,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/12-D-1-5.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/12-D-1-5.pt,12-D-1-5.aiff,disgust,Faible,3
519,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/08-C-2-2.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/08-C-2-2.pt,08-C-2-2.aiff,angry,Fort,3
520,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/06-N-6.aiff,/home/wawa_/data/wav2vecbase/Neutre/06-N-6.pt,06-N-6.aiff,neutral,Fort,3
521,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/03-S-2-4.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/03-S-2-4.pt,03-S-2-4.aiff,surprise,Fort,3
522,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/05-T-1-5.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/05-T-1-5.pt,05-T-1-5.aiff,sad,Faible,3
523,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/05-N-3.aiff,/home/wawa_/data/wav2vecbase/Neutre/05-N-3.pt,05-N-3.aiff,neutral,Fort,3
524,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/10-D-2-4.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/10-D-2-4.pt,10-D-2-4.aiff,disgust,Fort,3
525,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/10-N-4.aiff,/home/wawa_/data/wav2vecbase/Neutre/10-N-4.pt,10-N-4.aiff,neutral,Fort,3
526,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/06-N-3.aiff,/home/wawa_/data/wav2vecbase/Neutre/06-N-3.pt,06-N-3.aiff,neutral,Fort,3
527,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/02-S-2-3.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/02-S-2-3.pt,02-S-2-3.aiff,surprise,Fort,3
528,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/11-N-3.aiff,/home/wawa_/data/wav2vecbase/Neutre/11-N-3.pt,11-N-3.aiff,neutral,Fort,3
529,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/08-J-1-4.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/08-J-1-4.pt,08-J-1-4.aiff,happy,Faible,3
